Id,Class,Size,Q,Q/Size
0i4FNJPQ8GuB3WU56LTS,2,217088,18908,8.71
0IAlcuEiP9G6epb71Oom,2,2338816,12796,0.55
0isdESDMzq2K8T6FLPcC,2,2461696,12204,0.5
0JECiqrVNR1dgj67pZue,2,2076672,11036,0.53
0JfwyrEcBqaRzN9TgFMh,2,2224128,11488,0.52
0JOb8TyN6VBGCrjAkzfP,2,2545664,0,0.0
0KLUAMqmPJhOwaYrbSCE,2,2441216,8628,0.35
0l5IobyKpuqcwO4NxfgD,2,2277376,6964,0.31
0LQSi5wnRZ3muIs6Mx9E,2,1205864,12092,1.0
0LVqvlHF8PuepodIiBUb,2,1225700,11088,0.9
0MPV9Y8WNcFoyRZqQ76G,2,2097152,11232,0.54
0Mx7E5XgoRcJavdPAit8,2,221184,20468,9.25
0NmoAEOtIDdwiVr9PCBf,2,1438828,17356,1.21
0OfazrXvcTqVYi3dEGU9,2,1205680,12500,1.04
0OXtHMVdxJuvezcLRGZQ,2,2277376,6988,0.31
0P6tEopzr2mIhkuOKiCD,2,176128,19932,11.32
0pQ123lKqiLJtFTwjBfG,2,2301952,11108,0.48
0PREAmkFZjrftD3LiwOV,2,2043904,11268,0.55
0qeE63wvCGzSapRuW4TI,2,1957888,14152,0.72
0rlkeuBLpWm15TyFRHUJ,2,2449408,12068,0.49
0RvUg8rntNxyDHPJeEYG,2,258048,19432,7.53
0sdr2cfHLzNO9Ep4RSjT,2,438272,18936,4.32
0sMxy5SNLu1YCkKJzaB3,2,2461696,13608,0.55
0SUAyQWoTeZb8qmIPMK3,2,2093056,9704,0.46
0TBj7glMRJScN9GmOzyi,2,192512,18920,9.83
0URC4HAzJrjWnDVMXF1x,2,1225732,10092,0.82
0uZcAvaHLitbWmC1QMXf,2,1717496,14892,0.87
0V6UmdMg7wQGXslAzORJ,2,2596864,11168,0.43
0VfuK267xTdeBcmLaCp1,2,483328,18924,3.92
0Vi6RsKdlHBzySe5Zp4Y,2,1225748,9596,0.78
0W1RChtwZvj4Qy78GYUJ,2,589824,10784,1.83
0WQtf1pNPdRqUI7KJFAT,2,1225748,10620,0.87
0XbS5KBuICayhs2p3NTU,2,155648,18936,12.17
0XEmjdgVyY6hWfKulvCi,2,471040,17900,3.8
0xpa8zDNdEnK9gB1Wmer,2,184320,20444,11.09
0XVbihU4clgRS9A6tsB2,2,417792,20468,4.9
0YCvp8xd4rjiDMKFV9PA,2,270336,18940,7.01
0yjkG4BHeCbTimIslgr7,2,3407872,7412,0.22
0YWidX9hOD5sPrtTvc2M,2,1884160,10544,0.56
0zfLRXlhm34ASQUtrdjV,2,425984,88,0.02
0ZiAjFN81BOE7plhCnSm,2,233472,19952,8.55
10H9detwuiZByNSRMmxf,2,610304,4396,0.72
10oTLIHtSwzCN45DysmQ,2,479232,16872,3.52
125y4VsArzkCNOGZfu6o,2,2351104,7204,0.31
15tQNEDpb0mi63kfOWM8,2,2256896,9224,0.41
16cTMtKIjH5SbyovWuBq,2,1201612,11980,1.0
18A9fzqbeyripCSuLKo4,2,1176880,10844,0.92
18eZt9qWksQhoY3K60aE,2,1225764,13704,1.12
18SQsaz6lMJIZCknYpgL,2,565248,324,0.06
1AfYJKywcXSiI6H80nqE,2,2498560,8004,0.32
1AhLOsNdHzDPfJrSXmQC,2,2588672,12140,0.47
1AvCEkV76rjuYp9aqPbK,2,2138112,14156,0.66
1awXjkTQiJpCeDV7dL8m,2,270336,19952,7.38
1BDCxE2AMQN9yH6sWdIo,2,2551808,11552,0.45
1BYZOXRoVfhtQGMJnkST,2,1205600,11400,0.95
1cB6EdrmebFjAX3QHkS9,2,2355200,12600,0.53
1CbXMgAIJtiNLR0So9ul,2,2461696,8696,0.35
1cEKCiXn0hLVeSk2dDyW,2,172032,19980,11.61
1CG2F537YPzwlraIoykc,2,278528,17372,6.24
1Ch0ZFDqT9PzkGbSeyEV,2,1205640,11440,0.95
1ctXu0GAOqj23STKWV7s,2,1957888,11596,0.59
1cX2xrbYwzdaM4mWuoCl,2,1126400,9004,0.8
1DmFGLjAlhPwn4yEVteq,2,2490368,12104,0.49
1e4vEcCMmyGJ3wrPXTq8,2,2412544,9164,0.38
1eAC0zqkIGHRBvm97P6i,2,2662400,7968,0.3
1eCQkhvgDSFNXYLJbAdj,2,1205756,11512,0.95
1el4qZPVwIXavrChcyGp,2,352256,19420,5.51
1EWLhwV47I6HYktzXsmS,2,598016,600,0.1
1FsfvPlaKG3TpImqOejM,2,1217532,10084,0.83
1fZPmkixLgY8KqnOQd5E,2,1201492,12384,1.03
1GqxsQhZ3FutTnbgHpAf,2,1225864,9668,0.79
1GRsOmJXetEkqIraBuSd,2,1217640,8612,0.71
1GvV8Jsz09wLnje4kSyN,2,1757184,7624,0.43
1hfkVAzp9jybt7YKEBrF,2,1213436,6500,0.54
1I8aJRE7T0igPZHWCvVQ,2,1798144,7996,0.44
1IbqA5sdXj3P0CMOGmiE,2,69632,45520,65.37
1iPIVbHFlw5Mcyn8D2Nu,2,528384,36,0.01
1IqjvX7dTxCu54M0ylBE,2,962560,192,0.02
1jedHW3Pu0SGBqv4ytO8,2,479232,19956,4.16
1JZBS8ICkPflYzXbOypc,2,1052672,6932,0.66
1KjwODdhC3VxA4MSLbFI,2,1875968,4412,0.24
1LZcKGIkna9HU7vXl3YN,2,2203648,11280,0.51
1M9k5toHiWfZcLzrdFlw,2,1205552,12384,1.03
1MsThSACGflQ7u8cp40o,2,2600960,9100,0.35
1mZhRcBEeiGd0aDJw8CO,2,1785856,11076,0.62
1nsIO2yMfHuVcFxY7Tlb,2,2351104,6480,0.28
1nv9wldWsg0fU2hEcKb3,2,2121728,9748,0.46
1nyRDJYtOrpTEI3CmGHf,2,2666496,9456,0.35
1OicKZzbGP3sLDnhqWdv,2,462848,18404,3.98
1orTCt8q4V5B02mzRN9p,2,1229828,13164,1.07
1OTMQ5zCn6hZGPdBcEje,2,2564096,14148,0.55
1P6o3IJetcjyL4pTaXqi,2,1814528,10172,0.56
1pbue49Pjf0hxXSNlnmH,2,49152,7948,16.17
1pCDZ6lLytxzQOKYXqe3,2,1205608,11920,0.99
1Pcq2sTQEV7r3gBSwFyU,2,2646016,12612,0.48
1qtPBkfg8NicIxdaOXGo,2,2281472,11604,0.51
1rbXZBI9R3EleQDH74Sk,2,159744,21480,13.45
1RX4GxMFoCJUDvslqBaP,2,1216512,8496,0.7
1sBx73EF2kMvHGZtNfSK,2,413696,19432,4.7
1sqBw5DpJaRkx4SlQdLY,2,286720,17404,6.07
1T3m7BMCLXpu9JjyKH8R,2,163840,22524,13.75
1tBWqEHyDjQpKrGg5ulh,2,159744,21508,13.46
1TLN456WuaqCsDr9pv0z,2,1937408,9224,0.48
1txR5rhb4MwNvXuPAFpz,2,1888256,12020,0.64
1UJIV2ntdkuWgzvFr4pm,2,1880064,8700,0.46
1UTZYe5EDXVz7qvomI4h,2,905216,9504,1.05
1Vd3xZnQl87fbhPoSYJ6,2,573440,852,0.15
1vQKJIkiBaTVxc5uYCZW,2,1732608,12292,0.71
1VWsRMXwKY6LgUkZnxpo,2,2281472,14348,0.63
1wf4Y2XaOmlyK8VNTDBn,2,1872980,15796,0.84
1WysH96E7LwIYafNrmO3,2,176128,20460,11.62
1x2u5Ws7tzFRAgyqoJBV,2,2228224,10356,0.46
1XgEYavLi9R0fV8BxHS5,2,1687552,7964,0.47
1XKY6TxM2eICFymS4AsN,2,2146304,11572,0.54
1xX6oSqvPDVs0AdlI3iB,2,458752,18932,4.13
1ym2nFJUvlZ4zAYBbwa7,2,2158592,13632,0.63
1Z6W8ERe03jfg7oICwiF,2,184320,20444,11.09
1ZfKbU4HjtQIpoElzDTC,2,2342912,13128,0.56
20oPR6DZCFTuXi3tqhev,2,655360,2724,0.42
21OaoipR7tqxzF4HQ9f0,2,1217556,9596,0.79
21S5IzZvPWd0MQr9yoq4,2,3784704,8552,0.23
23iLdjsJ6c01QNkrIRXD,2,2633728,13636,0.52
24DYHUbwxidKLV05Genl,2,2461696,12616,0.51
25jQ4xItcnbB6Hfo0E9T,2,466944,17896,3.83
25lw8j4Scgtk0LpQmdYB,2,1703936,10564,0.62
26GkX7dIghv0w38A9ZzF,2,1925120,12248,0.64
27Efp5CXAwqtS8NkKHGW,2,2273280,7132,0.31
27fiQdcEXxeyWoV9qu8r,2,1176932,10860,0.92
280npuOwNHdxPDVmAyLT,2,1667072,10004,0.6
283STBsQaI7Pw9qf0tjy,2,114688,17768,15.49
2aDRThoversxwf5BSlJj,2,1961984,10664,0.54
2AQpEOl4YqBjzMgcFe8a,2,479232,17908,3.74
2bf65CdkZTUGXjzq9KNJ,2,2117632,14660,0.69
2BWnr5UAQ43bEg8tKJ0y,2,2568192,9036,0.35
2CG9IWLp3BJcZNDVtFio,2,344064,19448,5.65
2ctFLBsIi5wEPAuXKxZv,2,1225732,10092,0.82
2DbfJX4WgzP0R8BwrHyS,2,2297856,13972,0.61
2DgdGoeOqlNtxMrTnEZP,2,2232320,7436,0.33
2E8TYK3xVP6RAvItNej9,2,442368,17400,3.93
2ENGLoTqp5wy8YQcSUxK,2,2539520,7384,0.29
2fGKSL70vMkXTuDg4FtE,2,958464,6400,0.67
2fJyCR49hpGrWIZ7F6tH,2,1213552,6060,0.5
2flIW834uQtoPkaBsJxY,2,241664,17892,7.4
2fsOxnz0hDMp6Qt17PoN,2,2150400,12112,0.56
2GIqt8Rpx7uEHrWCdoNg,2,2072576,8796,0.42
2gMFLJAaNEkx7oWRwl54,2,1185152,12968,1.09
2H4xSOLEzJhKATZ5orni,2,2240512,16192,0.72
2hTrdmFwQlPRMXUcyA3E,2,679936,748,0.11
2hziOB94QdKyeqAXo8pM,2,249856,19956,7.99
2ipXFC47Umax9kQfgcTe,2,659456,4796,0.73
2j6bnlrCgNW9cvm0KIMH,2,2617344,13056,0.5
2JpSgz3vxQqm9H4EIRhV,2,3899392,7284,0.19
2jSxktyUYeWKChNocI04,2,241664,19936,8.25
2kjJp4LQZsyxwquaB7WA,2,3653632,5872,0.16
2kKae4J5IY6LWtTv3bc1,2,475136,18416,3.88
2L5fIAXjYka3yrmJHswR,2,2383872,8884,0.37
2lUahz5WrDpB6ejTcYtL,2,1225748,10108,0.82
2M4c9artOHkgiC6dRjfX,2,2560000,13264,0.52
2MgFXNYimTJpIzKVE5wn,2,2199552,13224,0.6
2mypfAUu04n7R1PBMLZq,2,1970176,6492,0.33
2NlbHE3LTPkmvV1COSJ4,2,2670592,9492,0.36
2NvEQCbmDXczPtxO6MK0,2,1961984,11608,0.59
2NYAUVgtXPpbJzRQO7Cl,2,2359296,15184,0.64
2O8w7LMDfCgRhnvNuetV,2,2912256,7900,0.27
2Oc314s6WqFiIAd9yHN0,2,438272,19440,4.44
2pBx4KMDEatfyGFwoqTO,2,229376,19952,8.7
2pdHWrsICS6VPXhfyEwl,2,2367488,9624,0.41
2POsRoLQDjVz89qgSpnY,2,3780608,6964,0.18
2pyCH3bsa08OgiokhEYJ,2,278528,17396,6.25
2PyleKgax4UEbIQq1MLD,2,331776,19424,5.85
2Q3O0EUydTbhDIxVAztg,2,1835008,10180,0.55
2QJ6Xc5LRmWZkdnVBtoM,2,2076672,8476,0.41
2qJP9B5QlxeDECIVzLo4,2,1217532,8548,0.7
2quKIVYh3WUe9fs4FNDL,2,1159168,12084,1.04
2qX9uPmI5pM8cowCHOJb,2,479232,19948,4.16
2r058PRy9dg4IL3xEn6k,2,3162112,8512,0.27
2RmXnKGVYksyxd89fTMU,2,184320,21484,11.66
2Rn8XiSKtxyT6CvljuQO,2,208896,17920,8.58
2sf3AQd9MjP1xcLFRYyo,2,2396160,11540,0.48
2sHzcQk5T1UExobShRmF,2,2543616,8936,0.35
2SMiaYAztwhCREWfQlkq,2,1205624,12960,1.07
2SofB197xJ3CKhuiIWVQ,2,2379776,8356,0.35
2tb9hEeGUao8nTrIplZJ,2,2383872,12076,0.51
2Tez8wVK95rGRuQ6BNvL,2,2437120,8552,0.35
2TqmRPjbWf36enxUDGKQ,2,1892352,12076,0.64
2u7gO3U9chnEMfbP5oaF,2,2355200,10208,0.43
2u9mZjidrEhnAN76Jb8K,2,229376,18408,8.03
2UcBWPt6mf8dohDsYxOR,2,1209784,8412,0.7
2UCjXPzG97TAEsVghnlu,2,1896448,10560,0.56
2UfwYHR03ZMokQgFAzqt,2,2195456,7496,0.34
2uRxGAsyiWeOE7apNgvh,2,2211840,11588,0.52
2vfzAkDRd5PYmSwVqWx7,2,2588672,6588,0.25
2VHnal41dt9Ar0EhQSjZ,2,3162112,7832,0.25
2vQgFHCYq9wfb8GOV70B,2,2191360,10048,0.46
2wCPm7giSGuRejqFU0BN,2,1205960,10128,0.84
2WHevmqLEZAb5ug3I7DN,2,1150976,7984,0.69
2woOYK65vEk9LXrjDxmS,2,2633728,11076,0.42
2wxRyP0giXLMC4daDunr,2,1634304,9044,0.55
2xCQWIzZGDP9fTbidlqc,2,1744896,10344,0.59
2Y8z5kBNOFot4rAVn3cK,2,2310144,13108,0.57
2yI8fF9vgTcO0Dr3PdsQ,2,1201520,9880,0.82
2z8s73BXN0wqjOUdtJFD,2,1205972,11644,0.97
2Zlt5IE9yexj3QM7N6cP,2,110592,17896,16.18
2ZNUOyAMv67lcYPoetkR,2,2568192,7060,0.27
2ZoTE3iUtwFfuNAYlyOk,2,1605632,9500,0.59
2zUdQEyv5oKARaYGxhXk,2,2097152,10280,0.49
30bZwzUydP1hQD8WJcrL,2,1213452,10612,0.87
30Sj9rlHUZveV8FN1k54,2,1814528,11088,0.61
31q6gcPKtCp8EQGj7yTL,2,2375680,10008,0.42
32kdRqV7gDCjrpW1L4xS,2,1213576,6596,0.54
32WwkMHD8dafQApiKmlv,2,3772416,8400,0.22
34JhfVHMQArU8iNpvKC2,2,2666496,9872,0.37
35rbwhMGTxqAWjuFt20m,2,2519040,10572,0.42
369xrHyDKegPqFMYWQJu,2,1205908,11140,0.92
36pPng0NYsTMyCd2jf87,2,286720,12024,4.19
36zPKsYmJc8wOiEqStFN,2,2437120,11312,0.46
38IdJg2Se7po9rGZaNAw,2,2179072,9184,0.42
38MtDCdfSEF7BWhizVyL,2,2211840,9500,0.43
38nAlIJyjGuc5PpS1ZHw,2,1225732,11116,0.91
39VK5R6xNtwkBZqDY7Lr,2,3043328,7988,0.26
39x27LvzZhjJAnKtVkqX,2,1225856,10172,0.83
3aC1EztfpUXIbuyi8sGP,2,2138112,14372,0.67
3AS4rfoQOLUYWzMBwhGp,2,487424,20464,4.2
3AVbapKO2BYJTqtfMv5P,2,1003520,11572,1.15
3cCfz9Atbl25TUXm0Y6S,2,2281472,12148,0.53
3EMZ7J5djsBm1cwHhtSF,2,2158592,9492,0.44
3f0X7rvJBx4RQSbUcT15,2,2019328,13736,0.68
3FNOSAujbRIDnZqhmeMo,2,278528,17892,6.42
3Fq0zG8mAv7H6O9nSyuj,2,1650688,4924,0.3
3FRuYdNiL4ye96gBoWK2,2,1826816,11768,0.64
3ftwoRhscPpNCxdlIbrU,2,1205456,12808,1.06
3gJ82lOIDrUae5FdNfMZ,2,2396160,7452,0.31
3gkZ4wV0vUx8haYiMuq1,2,2404352,11248,0.47
3GqJEuYK9nlZTe8VtH5j,2,659456,6844,1.04
3GSVkHtglIzQPv78d5bm,2,598016,5096,0.85
3GZL4dcysYpv2MSVOPb5,2,2519040,11144,0.44
3HljRUIAsgc25iJNBeqo,2,2543616,14348,0.56
3iHvsmdx7DauhSPKfec4,2,3280896,7828,0.24
3Isqvz4GW6LAxUaZP7f0,2,1859584,10328,0.56
3jmcq4dRMkXIaL70EWCT,2,2224128,12996,0.58
3jOsiEDPmx8bA76nGKVZ,2,2605056,12840,0.49
3jSmwkIGpJQCBul6gRYH,2,122880,20952,17.05
3jt6Y8zF1DHOvgKsTPqy,2,229376,19964,8.7
3kqaIlVuPtxQJejvyNZ0,2,2351104,9744,0.41
3KULnNj0pW9RqwyzXHIv,2,2400256,5888,0.25
3KWDrvPXBaAxgfGYsoN8,2,3657728,9100,0.25
3LNmCgSGtiMFrKJl2H5d,2,483328,19436,4.02
3Lrcb9Md4Isugz5alUK7,2,1217548,10100,0.83
3MY2qTOsQzVHgrNoa1Ib,2,1126400,12080,1.07
3NPVdenAHU8cyZlsQBv1,2,1896448,9124,0.48
3OQNh7iEautlHUsSZyRW,2,2359296,7988,0.34
3Oy7QgdVxkjuEsfXT8B5,2,2326528,12100,0.52
3p1PbuZYL5a0XcqxNTdE,2,524288,104520,19.94
3QbB7ApWc0qrLmPDd6zR,2,561152,204,0.04
3REs6WCVf9hwnoFz1Ykc,2,1634304,10052,0.62
3RrCi87ovZ1Qw6WuygGB,2,2560000,16200,0.63
3sw1FG5VqW06nEURlyej,2,2580480,7532,0.29
3T27lW9cVsDRatMYLFqp,2,2191360,7572,0.35
3t8F2RIgnQAGxe1jrdSl,2,2600960,13872,0.53
3tsw4zN5EoWf0yL8bPxI,2,1217580,8592,0.71
3TYSlo5Qt1IHCg284whV,2,1205464,10252,0.85
3UXfgqO2mhcrFZv4jzDn,2,2437120,13876,0.57
3VhctkRHdsDrmalfXZxz,2,65536,43472,66.33
3Vhmj45EaPbB60rXoIMw,2,2269184,5944,0.26
3VrMnozUtP519ThSG4iy,2,3784704,9396,0.25
3Wi8BgsVyjH7oKbEPq9f,2,241664,19956,8.26
3WjaNGT1fc0JeubY8DwL,2,446464,300,0.07
3wlDRWVC76fdAFvYksmj,2,1217540,8044,0.66
3wUPZJets8k6V5Wpo4RN,2,200704,19932,9.93
3ym0zqOn8cWVLhx4ZGvJ,2,2527232,11212,0.44
3YWpj7bAwzmVGBdiRD8f,2,200704,17380,8.66
3zDwi1mVHFahA62IUpOj,2,221184,18404,8.32
3ZvD4c8oNIOTib1JEfMa,2,278528,17376,6.24
40aUfOCuXKwHTBvAMq35,2,1180936,12856,1.09
40OBbdiUSJj8orKvwa72,2,2449408,14392,0.59
40ofYnDCl8TKJXwyGmrP,2,1875968,8016,0.43
421g5mO6zfBFPM8KwXh9,2,1904640,10364,0.54
42Nj0zM5EGmvLJkCpuOx,2,1957888,7496,0.38
42QpkKbG3zhcJrR8jw0t,2,1205736,11016,0.91
43Pz67mIVtohuyapcLKj,2,3407872,6836,0.2
45Wy3TxE98HfiXreOCSu,2,2277376,14120,0.62
47GqvWtCkjShUVpE1oI0,2,3772416,5996,0.16
48hgcanwOk90e2A6FsLr,2,2461696,11600,0.47
495fFS8xhenO7WqZX6uw,2,471040,17384,3.69
49RfyxpQP1CzvneWIG5q,2,2019328,9220,0.46
4bdcgZYPyMtlwOhoq7Dx,2,1732608,12620,0.73
4CLQnNRbyBDWOaIMFog7,2,1966080,4412,0.22
4dgyhKqaZbAvwx2eXFsc,2,2420736,13636,0.56
4EdAzF97t5BgP2KQ1v06,2,479232,19948,4.16
4EtCMF7yKHU9ucr0g6io,2,2093056,12760,0.61
4FTihAW9250ds1GwzKYc,2,1904640,15688,0.82
4gfR0YmZwOW8NvLSiXnl,2,1650688,12652,0.77
4GLY2XFSEMmB6CVsAJ9f,2,1916928,13672,0.71
4gwGiZ8tDrzy0fMFOln7,2,1213468,10628,0.88
4HDpbwyfumP9o3Cx8R0e,2,2121728,12612,0.59
4iD1ec9BR6Mghzm82yqs,2,1884160,12116,0.64
4iNJaXWGlkyVroOfHMqg,2,2437120,12596,0.52
4J9LT6XURDIcbnNkajrB,2,434176,16360,3.77
4Jbygn1sIkMpzAUPBCRa,2,3522560,8852,0.25
4JEYXLGnodxWIcv6qZ9w,2,2129920,9648,0.45
4jpx7Ahlw9f31YMikoCv,2,163840,22004,13.43
4jPxiYkftVRhZEpgrLI2,2,454656,616,0.14
4jVLlkxAIGvb3MBzDYHc,2,3653632,5904,0.16
4JyQWUq9cs81pFRPCaBw,2,1720320,11040,0.64
4KOceFJiZ30X7NtS9IL1,2,1974272,5620,0.28
4Kq0NxdX39AckSV5F7tm,2,1773568,5456,0.31
4LmTgRlzef7VtoXDZpP8,2,1430572,14224,0.99
4mAYcV9nGEikubgUXteL,2,1205708,11976,0.99
4Mt53c8yqLWdVzrUoFOP,2,421888,51709,12.26
4mvuMIJG9n3iQgPSaZh7,2,557056,4000,0.72
4NaJQcDbWvdOhM1HViqu,2,1205780,11536,0.96
4NcsdhFPKLYWxq7R5AJU,2,258048,19440,7.53
4nmQkq5dyZfwPYaRbD7i,2,2383872,10512,0.44
4NoPWVsdyZuD5TxkC1qv,2,1201716,12072,1.0
4o0CMefnHO3xUI8XYVbW,2,1205672,11980,0.99
4ODnoUH5ets62Nal1yVx,2,3657728,10556,0.29
4oO6pblrTA1DJsQChzqc,2,1205688,11996,0.99
4oxZLuH3TFAbSRtje0wy,2,1740800,13852,0.8
4PLRF3BAbEtZTXnaGqfD,2,2043904,10592,0.52
4pLtjmWkx3OYwiADERhg,2,528384,4988,0.94
4ptqSb3TiCxXKn1eVWor,2,1210152,10728,0.89
4PUzcORNYF6qx1MvHbtj,2,2154496,10516,0.49
4QHFOZBpgUjaPAu6fXrC,2,1217640,10148,0.83
4qp7Pt6bcHkjuQzlgN9R,2,1802240,8048,0.45
4qrvCbJD0SmV6ekRhjP7,2,442368,5332,1.21
4QZHhpPAOd8CB6e3gtxR,2,1205616,11928,0.99
4rPqYhEtQoegNG8HuCFi,2,1176896,14444,1.23
4rZz1uamLeJRhPOUxBd0,2,356352,17396,4.88
4skKNvbjShmzaWHIRQXi,2,2330624,12096,0.52
4sLZAvlYX7yBctu3Pkdq,2,1859584,8664,0.47
4sOoJx13PzqCunGTBIVS,2,1916928,7992,0.42
4sY5wVHK1fL7Poim8cJF,2,2359296,8752,0.37
4unYl0BDo2NvIZGiEJWj,2,1863680,9776,0.52
4UoAE5RzKCHVNrm2YQnI,2,655360,532,0.08
4uvhHxowfXi72M8mOLKk,2,2662400,15680,0.59
4vDizRTKFYmXsLA1McnH,2,2465792,12648,0.51
4wm0rBG7K83O1Li6CsaV,2,479232,18420,3.84
4wmslOCgr1HfavRdSZ6q,2,1904640,11512,0.6
4wqFVbfT1C6Z0oO8GXPv,2,1802240,10024,0.56
4YyEodi9umUntvbeNWw5,2,2162688,10528,0.49
4YyxU7pCh31oAOs8kHgm,2,2117632,8036,0.38
4Z17cDB6CQHvsNSxlwkR,2,454656,624,0.14
4ZVXB9xfgPzeRGmW3AkI,2,585728,336,0.06
50hfpXqNyEHJx1GaRi2U,2,311296,17904,5.75
50Jfanb6tRU9QgoPZdpr,2,2076672,7064,0.34
51NK2bWwuvf6rH7RTCPk,2,1201568,12484,1.04
52L3DyEep9tANInoH1lM,2,2539520,12076,0.48
52wpQad87Estg1jBLmeW,2,475136,204,0.04
54E0DyGaQ71IzcCgMmjN,2,1806336,12104,0.67
54sFSWh1V8P07qugyLwo,2,1225856,10684,0.87
56uDgcjXQJhVBpWSUFEP,2,1683456,16860,1.0
57GObyzuhHLAjWRCJaZq,2,2166784,12612,0.58
57v6nKMC8lhLV34je2RW,2,2039808,11128,0.55
57w4VeFy3QZx8PNk1rv2,2,2150400,12616,0.59
58BJu4mOfakNI1n9jKDV,2,2158592,5908,0.27
58FUPhL3HDB0xZ6VMfcG,2,1888256,10128,0.54
596okG3UjnycItSXaQzR,2,2334720,11244,0.48
59ja4ZLzRKwVFnsoW7fc,2,458752,4416,0.96
5a8pEcRyqVKFmYnGsTrb,2,868352,7984,0.92
5aKDs6zNCymfEixZvg2b,2,2633728,12612,0.48
5asM8FCGzfhLJI3jBXo0,2,1646592,8696,0.53
5AsUO9gZ8KxIycz6Tmr3,2,2519040,10092,0.4
5BaLThMIuk2X4WmHge0U,2,2416640,11584,0.48
5BcfbNg9wXoy0l6vSaDm,2,1213452,6004,0.49
5C0Ke7rXRtb9smU3Qkho,2,1060864,9008,0.85
5CQsuk3ygnTmHKEBDbzZ,2,331776,17892,5.39
5DFeXtmWB4E9ialRNkVM,2,286720,12024,4.19
5dNsph6uJltkZMLzTP0w,2,1175552,6964,0.59
5DumcTR1Yk7N9FICzSBe,2,2613248,11032,0.42
5dZSWcADY0fCq8hsuJlL,2,2539520,11008,0.43
5eKrwLvObGWDydgPmXai,2,2523136,14216,0.56
5elYuDEtgZd3TLHB1jVo,2,1832004,18856,1.03
5FBEHZIJrAUjeozKVYmM,2,1217540,9580,0.79
5FPfjxgv1adyEpBKGRqN,2,1671168,12164,0.73
5Fqil1r6ysjp98fMRNHk,2,2527232,12168,0.48
5FwqQXsTrni4xlKDOdZ0,2,1642496,6088,0.37
5FXu1yi9MvKsJIGPC72c,2,2625536,12084,0.46
5G6DcQgmuSxOaAEhb4UL,2,2347008,5996,0.26
5ghsiExd6LZpW3GzHyJ1,2,1904640,12552,0.66
5gl4sqLftFB2KVNvGrJZ,2,2301952,11164,0.48
5GyTHNsDkWRjvP9KM3FO,2,2637824,13120,0.5
5HLcxzC9AjVpevbd3l02,2,2043904,12648,0.62
5iTN1hBtkRDLcF7JZYns,2,2121728,15176,0.72
5j8QqdJ1fUCcNEA49VLY,2,3284992,9028,0.27
5KfuVTyz69F2EPrZQ7LA,2,2428928,11072,0.46
5KHFA0cVxOgU94RnZMNi,2,278528,18936,6.8
5lTYCzQPXqEKr1JkNMD8,2,1073152,77624,7.23
5LUGMOTbfNt8rQenmlBx,2,323584,18944,5.85
5M96BvWCjp82FOPmu7dw,2,1225824,10144,0.83
5MjiBxhL0nSvV9CUedQI,2,1181072,13496,1.14
5nAOq0ri23gH76PDmYch,2,1810432,13280,0.73
5nSZXBYgVob1qf4avrDP,2,1724416,12148,0.7
5nVHoz9ce2AmrSFbRIJg,2,1859584,8664,0.47
5OoFBKeZaAtRYHMfIcV7,2,1703936,8224,0.48
5p2yY0MvAQGXSIuocmbn,2,2912256,7828,0.27
5Pi7jUz9V4AaCpbg3RtH,2,2211840,11608,0.52
5QEDgGFSnVXWJLxUouBP,2,2027520,13128,0.65
5QkW049HFsDAiwCgKM2c,2,2916352,7476,0.26
5QY8ZI9CpAKr2olctdL3,2,1667072,8404,0.5
5RB4kWetM0mahHf6pAuX,2,1712128,11584,0.68
5RdoJbLBOZEpIVrNtvHu,2,651264,5000,0.77
5RLpu6X1wbBZz4cmAkh7,2,479232,201460,42.04
5rtfSP91u3LJsbzMVWnw,2,2789376,7856,0.28
5RwWjtmMKlLiXqer8fHG,2,552960,4908,0.89
5SBgh6Fu1xEYvljCWkNV,2,2588672,10768,0.42
5sJV4UyRmLc7Mx9a6ldr,2,1201768,13116,1.09
5SjzAvpC3dO9tRDTVyKx,2,2433024,11048,0.45
5StqsK6dcek7TrWPa4EO,2,1122304,7992,0.71
5t6pDKTJ2Pw0fxQiEjbo,2,1646592,8580,0.52
5UMRAY6vFx0adLKH1skc,2,1974272,11592,0.59
5umzXcwQLU9KGO0aqTZo,2,253952,20464,8.06
5UVMFqt2RCoIGWxsj6NP,2,2121728,14628,0.69
5V2a0gIrnbudcovQXh9W,2,1626112,8684,0.53
5viPYD8szeboRyH2C97J,2,303104,16888,5.57
5Xc0iAYjsG7ugxrZNIoS,2,1974272,14260,0.72
5xE14BrD0KvJ683OywTa,2,221184,17400,7.87
5xg1AGWM3f6rzHsa2yP8,2,1986560,10336,0.52
5xjZRvEN9KYVuar0GbWO,2,1941504,12244,0.63
5Xqlm9iyQrt7CeafjhkS,2,2793472,9992,0.36
5y4KkCXDrLHbgTwSfdqm,2,126976,17816,14.03
5y7unzV4XiqDwCShjNRf,2,315392,16896,5.36
5YEafCpxyFcNqDGl18TS,2,450560,6196,1.38
5yeOrl2fKasq6BnStQ4G,2,299008,17388,5.82
5yl20B1IoetGVjsQFwP8,2,1122304,7464,0.67
5Z4xvbHfBY9k8umTM1dj,2,1863680,10232,0.55
5z6qBep3fIQuW7dZhYAP,2,49152,7976,16.23
